"S.N.","Project Code","Partner Institution","Partner Code","Name of the Project","State","State Code","Project District","District Code","New Local Unit","Local Unit code","Branch","BLB","Extension Counter","Tablet","Other Major Products (Local units coverage)","Beneficiaries","S-CF Funds","Allocated Funds to Local Units","Allocated Beneficiaries at Local Units","Female Pct","Total Beneficiaries","Female Beneficiaries","Status","Start date","End Date","Project Year"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Jhapa",4,"Shivasatakshi",42,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Chandannath",644,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Guthichaur",645,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Hima",646,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Kanakasundari",647,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Patarashi",648,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Sinja",649,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Tatopani",650,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Jumla",63,"Tila",651,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Bardagoriya",716,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Bhajani",717,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Chure",718,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Dhangadi",719,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Gauriganga",720,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Ghodaghodi",721,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Janaki",723,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Joshipur",724,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Kailari",725,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Lamki Chuha",726,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Mohanyal",727,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kailali",71,"Tikapur",728,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Khadachakra",653,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Mahabai",654,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Naraharinath",655,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Pachaljharana",656,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Palata",657,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Raskot",658,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Sanni Triveni",659,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Kalikot",64,"Tilagufa",660,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Bedkot",729,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Belauri",730,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Beldandi",731,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Bhimdatta",732,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Krishnapur",733,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Laljhadi",734,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Mahakali",735,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Punarbas",736,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Sudurpaschim",7,"Kanchanpur",72,"Shukla Phanta",737,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Bandganga",528,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Bijayanagar",529,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Buddhabhumi",530,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Kapilbastu",531,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Krishnanagar",532,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Maharajgunj",533,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Shivraj",535,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Shuddodan",536,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Kapilbastu",49,"Yashodhara",537,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Kaski",39,"Machapuchhre",444,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Kaski",39,"Pokhara Lekhnath",446,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Kaski",39,"Rupa",447,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Budhanilkantha",290,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Chandragiri",291,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Dakshinkali",292,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Gokarneshwor",293,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Kageshwori Manahara",294,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Kathmandu",295,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Kirtipur",296,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Nagarjun",297,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Sankharapur",298,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Tarakeshwor",299,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kathmandu",27,"Tokha",300,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Banepa",267,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Bethanchowk",268,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Bhumlu",269,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Chauri Deurali",270,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Dhulikhel",271,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Khanikhola",272,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Mahabharat",273,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Mandan Deupur",274,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Namo Buddha",275,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Panauti",276,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Panchkhal",277,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Roshi",278,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Kavrepalanchowk",24,"Temal",279,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Aiselukharka",121,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Barahapokhari",122,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Diprung",123,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Halesituwachung",124,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Jantedhunga",125,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Kepilashgadi",126,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Khotehang",127,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Rawabesi",128,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Rupakot Majhuwagadhi",129,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Khotang",12,"Sakela",130,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Lalitpur",25,"Godawari",281,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Lalitpur",25,"Konjyosom",282,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Lalitpur",25,"Lalitpur",283,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Lalitpur",25,"Mahalaxmi",284,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Lalitpur",25,"Mahankal",285,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Besisahar",414,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Dordi",415,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Dudhpokhari",416,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Kholasothar",417,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Madhyenepal",773,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Marsyangdi",419,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Rainas",420,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Lamjung",37,"Sundarbazar",421,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Balawa",195,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Bardibas",196,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Bhangaha",197,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Ekdara",198,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Gaushala",199,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Jaleshwor",200,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Loharpatti",201,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Mahottari",202,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Manarashiswa",203,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Matihani",204,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Pipara",205,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Ramgopalpur",206,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 2",2,"Mahottari",18,"Sasmi",207,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Bakaiya",334,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Bhimphedi",335,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
